ID,SMILES_chiral,SMARTS,Proportion,Counts,MW,HBA,HBD,LOGP,TPSA,RB
COCONUT_fragments_1481,CC(=O)Nc1ccccc1,[#6]-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,0.02,151.0,135.068413908,1,1,1.6449999999999998,29.1,1
COCONUT_fragments_1486,CNCc1ccccc1,[#6]-[#7]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,0.02,151.0,121.089149352,1,1,1.406,12.03,2
COCONUT_fragments_1488,Cn1cccc1C=O,[#6]-[#7]1:[#6]:[#6]:[#6]:[#6]:1-[#6]=[#8],0.02,150.0,109.052763844,2,0,0.8375999999999999,22.0,1
COCONUT_fragments_1492,O=CCCc1c[nH]c2ccccc12,[#8]=[#6]-[#6]-[#6]-[#6]1:[#6]:[#7H]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:1:2,0.02,150.0,173.084063972,1,1,2.2994000000000003,32.86,3
COCONUT_fragments_1497,CC(C)c1ccccc1,[#6]-[#6](-[#6])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,0.02,149.0,120.093900384,0,0,2.8100000000000014,0.0,1
COCONUT_fragments_1509,O=Cc1ccccc1C=O,[#8]=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]=[#8],0.02,147.0,134.036779432,2,0,1.3116,34.14,2
COCONUT_fragments_1519,Cc1cccc2c1OCC2=O,[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]2:[#6]:1-[#8]-[#6]-[#6]-2=[#8],0.02,146.0,148.052429496,2,0,1.57012,26.3,0
COCONUT_fragments_1520,O[C@@H]1CO[C@@H]2CCO[C@H]12,[#8]-[#6@@H]1-[#6]-[#8]-[#6@@H]2-[#6]-[#6]-[#8]-[#6@H]-1-2,0.02,145.0,130.06299418,3,1,-0.4650000000000001,38.69,0
COCONUT_fragments_1524,CO[C@@H]1CCO[C@H](C)C1,[#6]-[#8]-[#6@@H]1-[#6]-[#6]-[#8]-[#6@H](-[#6])-[#6]-1,0.02,145.0,130.099379688,2,0,1.2003,18.46,1
COCONUT_fragments_1526,COC[C@H]1CCCN1,[#6]-[#8]-[#6]-[#6@H]1-[#6]-[#6]-[#6]-[#7]-1,0.02,145.0,115.099714036,2,1,0.3848000000000001,21.26,2
COCONUT_fragments_1528,CCOC(=O)c1ccccc1,[#6]-[#6]-[#8]-[#6](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,0.02,145.0,150.06807956,2,0,1.8633,26.3,2
COCONUT_fragments_1529,OC[C@H]1CCCCO1,[#8]-[#6]-[#6@H]1-[#6]-[#6]-[#6]-[#6]-[#8]-1,0.02,145.0,116.083729624,2,1,0.5478000000000001,29.46,1
COCONUT_fragments_1531,OC1CCCCC1,[#8]-[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1,0.02,144.0,100.088815004,1,1,1.3114,20.23,0
COCONUT_fragments_1537,Cc1c[nH]c2ccccc12,[#6]-[#6]1:[#6]:[#7H]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:1:2,0.02,144.0,131.073499288,0,1,2.4763200000000003,15.79,0
COCONUT_fragments_1539,Clc1cccc(Cl)c1,[#17]-[#6]1:[#6]:[#6]:[#6]:[#6](-[#17]):[#6]:1,0.02,143.0,145.969005488,0,0,2.993400000000001,0.0,0
COCONUT_fragments_1550,Cc1ccc(C(=O)O)cc1,[#6]-[#6]1:[#6]:[#6]:[#6](-[#6](=[#8])-[#8]):[#6]:[#6]:1,0.02,142.0,136.052429496,1,1,1.69322,37.3,1
COCONUT_fragments_1552,Nc1ccc2occc(=O)c2c1,[#7]-[#6]1:[#6]:[#6]:[#6]2:[#8]:[#6]:[#6]:[#6](=[#8]):[#6]:2:[#6]:1,0.02,142.0,161.047678464,3,1,1.3752,56.23,0
COCONUT_fragments_1553,NCCc1c[nH]cn1,[#7]-[#6]-[#6]-[#6]1:[#6]:[#7H]:[#6]:[#7]:1,0.02,142.0,111.079647288,2,2,-0.0891000000000003,54.7,2
COCONUT_fragments_1557,COc1cc(C=O)cc(OC)c1,[#6]-[#8]-[#6]1:[#6]:[#6](-[#6]=[#8]):[#6]:[#6](-[#8]-[#6]):[#6]:1,0.02,141.0,166.06299418,3,0,1.5162999999999998,35.53,3
COCONUT_fragments_1568,CC(=O)O[C@@H]1CCCO[C@H]1C,[#6]-[#6](=[#8])-[#8]-[#6@@H]1-[#6]-[#6]-[#6]-[#8]-[#6@H]-1-[#6],0.02,139.0,158.094294308,3,0,1.117,35.53,1
COCONUT_fragments_1569,C[C@H]1C[N@]2CC[C@H]1C[C@@H]2CN,[#6]-[#6@H]1-[#6]-[#7@]2-[#6]-[#6]-[#6@H]-1-[#6]-[#6@@H]-2-[#6]-[#7],0.02,139.0,154.146998576,2,1,0.6754000000000001,29.26,1
COCONUT_fragments_1570,COc1cccc(CN)c1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6](-[#6]-[#7]):[#6]:1,0.02,139.0,137.084063972,2,1,1.1539,35.25,2
COCONUT_fragments_1578,O[C@@H]1COC[C@H](O)C1,[#8]-[#6@@H]1-[#6]-[#8]-[#6]-[#6@H](-[#8])-[#6]-1,0.02,137.0,118.06299418,3,2,-0.8715000000000002,49.69,0
COCONUT_fragments_1581,C[C@@H]1CCC[C@@H](N)[C@@H]1C,[#6]-[#6@@H]1-[#6]-[#6]-[#6]-[#6@@H](-[#7])-[#6@@H]-1-[#6],0.02,136.0,127.136099544,1,1,1.7698,26.02,0
COCONUT_fragments_1583,CCOc1ccc2ccc(=O)oc2c1,[#6]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]2:[#6]:[#6]:[#6](=[#8]):[#8]:[#6]:2:[#6]:1,0.02,136.0,190.06299418,3,0,2.1917,39.44,2
COCONUT_fragments_1588,OC[C@@H]1CCCO1,[#8]-[#6]-[#6@@H]1-[#6]-[#6]-[#6]-[#8]-1,0.02,136.0,102.06807956,2,1,0.1576999999999999,29.46,1
COCONUT_fragments_1592,Cc1cc(O)cc(O)c1,[#6]-[#6]1:[#6]:[#6](-[#8]):[#6]:[#6](-[#8]):[#6]:1,0.02,135.0,124.052429496,2,2,1.4062199999999996,40.46,0
COCONUT_fragments_1598,Cc1c(O)ccc2c(=O)ccoc12,[#6]-[#6]1:[#6](-[#8]):[#6]:[#6]:[#6]2:[#6](=[#8]):[#6]:[#6]:[#8]:[#6]:1:2,0.02,135.0,176.047344116,3,1,1.80702,50.44,0
COCONUT_fragments_1607,CC1CC(O)C(O)CO1,[#6]-[#6]1-[#6]-[#6](-[#8])-[#6](-[#8])-[#6]-[#8]-1,0.02,134.0,132.078644244,3,2,-0.4830000000000001,49.69,0
COCONUT_fragments_1610,COc1ccc(C)c(OC)c1OC,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]):[#6](-[#8]-[#6]):[#6]:1-[#8]-[#6],0.02,133.0,182.094294308,3,0,2.02082,27.69,3
COCONUT_fragments_1611,C[C@H]1Cn2ccnc2CO1,[#6]-[#6@H]1-[#6]-[#7]2:[#6]:[#6]:[#7]:[#6]:2-[#6]-[#8]-1,0.02,133.0,138.07931294,3,0,0.8018,27.05,0
COCONUT_fragments_1616,OC[C@H]1CCCO1,[#8]-[#6]-[#6@H]1-[#6]-[#6]-[#6]-[#8]-1,0.02,133.0,102.06807956,2,1,0.1576999999999999,29.46,1
COCONUT_fragments_1620,COc1cc(OC)c(OC)cc1C,[#6]-[#8]-[#6]1:[#6]:[#6](-[#8]-[#6]):[#6](-[#8]-[#6]):[#6]:[#6]:1-[#6],0.02,133.0,182.094294308,3,0,2.02082,27.69,3
COCONUT_fragments_1622,c1ccc2c3c([nH]c2c1)CCNC3,[#6]1:[#6]:[#6]:[#6]2:[#6]3:[#6](:[#7H]:[#6]:2:[#6]:1)-[#6]-[#6]-[#7]-[#6]-3,0.02,133.0,172.100048384,1,2,1.8136,27.82,0
COCONUT_fragments_1626,CC(=O)O[C@H]1CCO[C@@H](C)C1,[#6]-[#6](=[#8])-[#8]-[#6@H]1-[#6]-[#6]-[#8]-[#6@@H](-[#6])-[#6]-1,0.02,132.0,158.094294308,3,0,1.117,35.53,1
COCONUT_fragments_1637,OC[C@H]1CC[C@H](O)CO1,[#8]-[#6]-[#6@H]1-[#6]-[#6]-[#6@H](-[#8])-[#6]-[#8]-1,0.02,131.0,132.078644244,3,2,-0.4814,49.69,1
COCONUT_fragments_1639,CC(C)(C)c1ccccc1,[#6]-[#6](-[#6])(-[#6])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,0.02,131.0,134.109550448,0,0,2.984100000000001,0.0,0
COCONUT_fragments_1649,O=C1NCc2ccccc21,[#8]=[#6]1-[#7]-[#6]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-1,0.02,129.0,133.052763844,1,1,0.93,29.1,0
COCONUT_fragments_1650,CC1CC(O)CCO1,[#6]-[#6]1-[#6]-[#6](-[#8])-[#6]-[#6]-[#8]-1,0.02,129.0,116.083729624,2,1,0.5462,29.46,0
COCONUT_fragments_1651,Cc1ccccc1C=O,[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]=[#8],0.02,129.0,120.057514876,1,0,1.80752,17.07,1
COCONUT_fragments_1657,O=CCCc1ccc(O)c(O)c1,[#8]=[#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1,0.02,128.0,166.06299418,3,2,1.2292999999999998,57.53,3
COCONUT_fragments_1659,Cc1ccc(Br)cc1,[#6]-[#6]1:[#6]:[#6]:[#6](-[#35]):[#6]:[#6]:1,0.02,128.0,169.973112324,0,0,2.7575200000000013,0.0,0
COCONUT_fragments_1660,COc1cc(C)cc(OC)c1,[#6]-[#8]-[#6]1:[#6]:[#6](-[#6]):[#6]:[#6](-[#8]-[#6]):[#6]:1,0.02,128.0,152.083729624,2,0,2.01222,18.46,2
COCONUT_fragments_1664,CC1(C)CNC[C@@H]2CNCCN21,[#6]-[#6]1(-[#6])-[#6]-[#7]-[#6]-[#6@@H]2-[#6]-[#7]-[#6]-[#6]-[#7]-1-2,0.02,127.0,169.15789760799998,3,2,-0.3579999999999983,27.3,0
COCONUT_fragments_1667,CC(=O)OC(C)(C)C,[#6]-[#6](=[#8])-[#8]-[#6](-[#6])(-[#6])-[#6],0.02,127.0,116.083729624,2,0,1.348,26.3,0
COCONUT_fragments_1670,O=CCc1c[nH]c2ccccc12,[#8]=[#6]-[#6]-[#6]1:[#6]:[#7H]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:1:2,0.02,127.0,159.068413908,1,1,1.9093,32.86,2
COCONUT_fragments_1674,O=[SH](=O)c1ccc(Cl)cc1,[#8]=[#16H](=[#8])-[#6]1:[#6]:[#6]:[#6](-[#17]):[#6]:[#6]:1,0.02,126.0,175.96987808,2,1,1.3103,34.14,1
COCONUT_fragments_1677,CC1=C(C)C(C)(C)C[C@H](O)C1,[#6]-[#6]1=[#6](-[#6])-[#6](-[#6])(-[#6])-[#6]-[#6@H](-[#8])-[#6]-1,0.02,126.0,154.135765196,1,1,2.5037000000000003,20.23,0
COCONUT_fragments_1688,c1cc2c[nH]cc2[nH]1,[#6]1:[#6]:[#6]2:[#6]:[#7H]:[#6]:[#6]:2:[#7H]:1,0.02,125.0,106.053098192,0,2,1.4959999999999998,31.58,0
COCONUT_fragments_1700,Cc1cccc(C=O)c1,[#6]-[#6]1:[#6]:[#6]:[#6]:[#6](-[#6]=[#8]):[#6]:1,0.02,124.0,120.057514876,1,0,1.80752,17.07,1
COCONUT_fragments_1710,COc1ccc(OC)c(C)c1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#6]):[#6]:1,0.02,123.0,152.083729624,2,0,2.01222,18.46,2
COCONUT_fragments_1711,C[C@@H]1OCC[C@H](O)[C@@H]1O,[#6]-[#6@@H]1-[#8]-[#6]-[#6]-[#6@H](-[#8])-[#6@@H]-1-[#8],0.02,123.0,132.078644244,3,2,-0.483,49.69,0
COCONUT_fragments_1712,CCOc1ccc(N)cc1,[#6]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#7]):[#6]:[#6]:1,0.02,123.0,137.084063972,2,1,1.6675,35.25,2
COCONUT_fragments_1713,Cc1ccc(N)cc1C,[#6]-[#6]1:[#6]:[#6]:[#6](-[#7]):[#6]:[#6]:1-[#6],0.02,123.0,121.089149352,1,1,1.88564,26.02,0
COCONUT_fragments_1716,CC(=O)OC(C)C,[#6]-[#6](=[#8])-[#8]-[#6](-[#6])-[#6],0.02,122.0,102.06807956,2,0,0.9579,26.3,1
COCONUT_fragments_1720,NCc1cccs1,[#7]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#16]:1,0.02,122.0,113.029920224,2,1,1.2068,26.02,1
COCONUT_fragments_1722,COc1ccc(NC=O)cc1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#7]-[#6]=[#8]):[#6]:[#6]:1,0.02,122.0,151.063328528,2,1,1.2634999999999998,38.33,3
COCONUT_fragments_1732,COc1cccc(O)c1O,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6](-[#8]):[#6]:1-[#8],0.02,120.0,140.047344116,3,2,1.1063999999999996,49.69,1
COCONUT_fragments_1734,OC[C@H]1C[C@@H](O)CCO1,[#8]-[#6]-[#6@H]1-[#6]-[#6@@H](-[#8])-[#6]-[#6]-[#8]-1,0.02,120.0,132.078644244,3,2,-0.4814,49.69,1
COCONUT_fragments_1748,CO[C@@H]1CCO[C@H](C)[C@H]1O,[#6]-[#8]-[#6@@H]1-[#6]-[#6]-[#8]-[#6@H](-[#6])-[#6@H]-1-[#8],0.02,119.0,146.094294308,3,1,0.1710999999999998,38.69,1
COCONUT_fragments_1750,COc1ccc(/C=C/C=O)cc1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](/[#6]=[#6]/[#6]=[#8]):[#6]:[#6]:1,0.02,119.0,162.06807956,2,0,1.9073,26.3,3
COCONUT_fragments_1758,OC[C@@H]1OCCC[C@H]1O,[#8]-[#6]-[#6@@H]1-[#8]-[#6]-[#6]-[#6]-[#6@H]-1-[#8],0.02,118.0,132.078644244,3,2,-0.4814000000000002,49.69,1
COCONUT_fragments_1761,c1ccc2occc2c1,[#6]1:[#6]:[#6]:[#6]2:[#8]:[#6]:[#6]:[#6]:2:[#6]:1,0.02,117.0,118.041864812,1,0,2.4328000000000003,13.14,0
COCONUT_fragments_1767,CCCC(C)=CCO,[#6]-[#6]-[#6]-[#6](-[#6])=[#6]-[#6]-[#8],0.02,117.0,114.104465068,1,1,1.7251,20.23,3
COCONUT_fragments_1771,O=Cc1ccccn1,[#8]=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#7]:1,0.02,116.0,107.03711378,2,0,0.8940999999999999,29.96,1
COCONUT_fragments_1775,O=CCc1cccs1,[#8]=[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#16]:1,0.02,116.0,126.013935812,2,0,1.4895,17.07,2
COCONUT_fragments_1778,Cc1c(CCC=O)c(=O)oc2ccccc12,[#6]-[#6]1:[#6](-[#6]-[#6]-[#6]=[#8]):[#6](=[#8]):[#8]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:1:2,0.02,116.0,216.078644244,3,0,2.23292,47.28,3
COCONUT_fragments_1779,CC(=O)O[C@H]1CC[C@H](C)OC1,[#6]-[#6](=[#8])-[#8]-[#6@H]1-[#6]-[#6]-[#6@H](-[#6])-[#8]-[#6]-1,0.02,116.0,158.094294308,3,0,1.117,35.53,1
COCONUT_fragments_1782,C[C@H]1C[C@H]2NC(=O)C[C@H]2[C@@H]1CN,[#6]-[#6@H]1-[#6]-[#6@H]2-[#7]-[#6](=[#8])-[#6]-[#6@H]-2-[#6@@H]-1-[#6]-[#7],0.02,115.0,168.126263132,2,2,0.1058000000000004,55.120000000000005,1
COCONUT_fragments_1784,CC(=O)Oc1cccc(O)c1,[#6]-[#6](=[#8])-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6](-[#8]):[#6]:1,0.02,115.0,152.047344116,3,1,1.3175,46.53,1
COCONUT_fragments_1787,C1CNCCOC1,[#6]1-[#6]-[#7]-[#6]-[#6]-[#8]-[#6]-1,0.02,115.0,101.084063972,2,1,-0.0037,21.26,0
COCONUT_fragments_1789,O=Cc1ccc(Br)cc1,[#8]=[#6]-[#6]1:[#6]:[#6]:[#6](-[#35]):[#6]:[#6]:1,0.02,115.0,183.95237688,1,0,2.2616000000000005,17.07,1
COCONUT_fragments_1790,CC(=O)OC[C@H]1CCCCO1,[#6]-[#6](=[#8])-[#8]-[#6]-[#6@H]1-[#6]-[#6]-[#6]-[#6]-[#8]-1,0.02,115.0,158.094294308,3,0,1.1185999999999998,35.53,2
COCONUT_fragments_1797,CN1[C@H]2CCC[C@@H]1CC2,[#6]-[#7]1-[#6@H]2-[#6]-[#6]-[#6]-[#6@@H]-1-[#6]-[#6]-2,0.02,114.0,125.12044948,1,0,1.6331,3.24,0
COCONUT_fragments_1807,O[C@]12CCCC[C@H]1CNCC2,[#8]-[#6@]12-[#6]-[#6]-[#6]-[#6]-[#6@H]-1-[#6]-[#7]-[#6]-[#6]-2,0.02,113.0,155.131014164,2,2,0.901,32.26,0
COCONUT_fragments_1811,COc1ccc(CN)cc1OC,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]-[#7]):[#6]:[#6]:1-[#8]-[#6],0.02,112.0,167.094628656,3,1,1.1625,44.48,3
COCONUT_fragments_1814,O=C1C[C@@H]2CCNC[C@@H]2CCN1,[#8]=[#6]1-[#6]-[#6@@H]2-[#6]-[#6]-[#7]-[#6]-[#6@@H]-2-[#6]-[#6]-[#7]-1,0.02,112.0,168.126263132,2,2,0.1220999999999997,41.13,0
COCONUT_fragments_1816,C1CSCCN1,[#6]1-[#6]-[#16]-[#6]-[#6]-[#7]-1,0.02,112.0,103.045570288,2,1,0.3228,12.03,0
COCONUT_fragments_1822,C/C=C/c1ccccc1,[#6]/[#6]=[#6]/[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,0.02,112.0,118.07825032,0,0,2.7197000000000005,0.0,1
COCONUT_fragments_1823,Cc1ccc(CO)o1,[#6]-[#6]1:[#6]:[#6]:[#6](-[#6]-[#8]):[#8]:1,0.02,112.0,112.052429496,2,1,1.08032,33.370000000000005,1
COCONUT_fragments_1828,N#Cc1cccc(N)c1,[#7]#[#6]-[#6]1:[#6]:[#6]:[#6]:[#6](-[#7]):[#6]:1,0.02,111.0,118.053098192,2,1,1.14048,49.81,0
COCONUT_fragments_1830,OC1CCOCC1,[#8]-[#6]1-[#6]-[#6]-[#8]-[#6]-[#6]-1,0.02,111.0,102.06807956,2,1,0.1576999999999999,29.46,0
COCONUT_fragments_1832,O=Cc1ccc(O)c(O)c1,[#8]=[#6]-[#6]1:[#6]:[#6]:[#6](-[#8]):[#6](-[#8]):[#6]:1,0.02,111.0,138.031694052,3,2,0.9103,57.53,1
COCONUT_fragments_1833,O=CC1(c2ccccc2)CCNCC1,[#8]=[#6]-[#6]1(-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#6]-[#6]-[#7]-[#6]-[#6]-1,0.02,111.0,189.1153641,2,1,1.5067,29.1,2
COCONUT_fragments_1834,CC(C)=CC(=O)O,[#6]-[#6](-[#6])=[#6]-[#6](=[#8])-[#8],0.02,111.0,100.052429496,1,1,1.0372,37.3,1
COCONUT_fragments_1838,CC(C)[C@H](N)C=O,[#6]-[#6](-[#6])-[#6@H](-[#7])-[#6]=[#8],0.02,110.0,101.084063972,2,1,0.1685999999999999,43.09,2
COCONUT_fragments_1844,c1ccc(-c2c[nH]nn2)cc1,[#6]1:[#6]:[#6]:[#6](-[#6]2:[#6]:[#7H]:[#7]:[#7]:2):[#6]:[#6]:1,0.02,110.0,145.063997224,2,1,1.4716999999999996,41.57,1
COCONUT_fragments_1851,O=c1c2ccccc2nc2n1CCC2,[#8]=[#6]1:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#7]:[#6]2:[#7]:1-[#6]-[#6]-[#6]-2,0.02,109.0,186.07931294,3,0,1.3426999999999998,34.89,0
COCONUT_fragments_1856,Cc1cccc(Br)c1,[#6]-[#6]1:[#6]:[#6]:[#6]:[#6](-[#35]):[#6]:1,0.02,109.0,169.973112324,0,0,2.7575200000000013,0.0,0
COCONUT_fragments_1862,Cc1ccc(S(C)(=O)=O)cc1,[#6]-[#6]1:[#6]:[#6]:[#6](-[#16](-[#6])(=[#8])=[#8]):[#6]:[#6]:1,0.02,108.0,170.04015056,2,0,1.39852,34.14,1
COCONUT_fragments_1867,CCCCC(=O)OC,[#6]-[#6]-[#6]-[#6]-[#6](=[#8])-[#8]-[#6],0.02,108.0,116.083729624,2,0,1.3496,26.3,3
COCONUT_fragments_1872,NCc1ccncc1,[#7]-[#6]-[#6]1:[#6]:[#6]:[#7]:[#6]:[#6]:1,0.02,107.0,108.068748256,2,1,0.5403000000000001,38.91,1
COCONUT_fragments_1876,CC#Cc1cccs1,[#6]-[#6]#[#6]-[#6]1:[#6]:[#6]:[#6]:[#16]:1,0.02,107.0,122.019021192,1,0,2.1195,0.0,0
COCONUT_fragments_1877,CC(=O)Nc1ccc(C)cc1,[#6]-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6](-[#6]):[#6]:[#6]:1,0.02,107.0,149.084063972,1,1,1.95342,29.1,1
COCONUT_fragments_1883,O=Cc1c[nH]c2ccccc12,[#8]=[#6]-[#6]1:[#6]:[#7H]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:1:2,0.02,107.0,145.052763844,1,1,1.9804,32.86,1
COCONUT_fragments_1889,CC(=O)c1ccc(O)cc1O,[#6]-[#6](=[#8])-[#6]1:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:1-[#8],0.02,107.0,152.047344116,3,2,1.3003999999999998,57.53,1
COCONUT_fragments_1895,CC1(C)O[C@]23[C@H](O)[C@H]1CC[C@]2(C)CCC[C@]3(C)O,[#6]-[#6]1(-[#6])-[#8]-[#6@]23-[#6@H](-[#8])-[#6@H]-1-[#6]-[#6]-[#6@]-2(-[#6])-[#6]-[#6]-[#6]-[#6@]-3(-[#6])-[#8],0.02,106.0,254.188194692,3,2,2.2461000000000007,49.69,0
COCONUT_fragments_1896,CC1OCC(O)CC1O,[#6]-[#6]1-[#8]-[#6]-[#6](-[#8])-[#6]-[#6]-1-[#8],0.02,106.0,132.078644244,3,2,-0.483,49.69,0
COCONUT_fragments_1898,O[C@H]1CCCOC1,[#8]-[#6@H]1-[#6]-[#6]-[#6]-[#8]-[#6]-1,0.02,106.0,102.06807956,2,1,0.1576999999999999,29.46,0
COCONUT_fragments_1900,Nc1cc(Cl)cc(Cl)c1,[#7]-[#6]1:[#6]:[#6](-[#17]):[#6]:[#6](-[#17]):[#6]:1,0.02,106.0,160.97990452,1,1,2.575600000000001,26.02,0
COCONUT_fragments_1901,Cc1cc(=O)oc2ccc(O)cc12,[#6]-[#6]1:[#6]:[#6](=[#8]):[#8]:[#6]2:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:1:2,0.02,106.0,176.047344116,3,1,1.80702,50.44,0
COCONUT_fragments_1905,C[C@@H]1OC[C@H](N)[C@H]1O,[#6]-[#6@@H]1-[#8]-[#6]-[#6@H](-[#7])-[#6@H]-1-[#8],0.02,106.0,117.078978592,3,2,-0.9067000000000004,55.48,0
COCONUT_fragments_1911,CC(C=O)NC=O,[#6]-[#6](-[#6]=[#8])-[#7]-[#6]=[#8],0.02,105.0,101.047678464,2,1,-0.6802000000000001,46.17,3
COCONUT_fragments_1913,COC(=O)c1ccccc1N,[#6]-[#8]-[#6](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#7],0.02,105.0,151.063328528,3,1,1.0554,52.32,1
COCONUT_fragments_1914,COc1ccc2[nH]ccc2c1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]2:[#7H]:[#6]:[#6]:[#6]:2:[#6]:1,0.02,105.0,147.068413908,1,1,2.1765,25.02,1
COCONUT_fragments_1921,C[C@@H]1OCCC[C@@H]1O,[#6]-[#6@@H]1-[#8]-[#6]-[#6]-[#6]-[#6@@H]-1-[#8],0.02,105.0,116.083729624,2,1,0.5462,29.46,0
COCONUT_fragments_1926,COC(=O)C(C)N,[#6]-[#8]-[#6](=[#8])-[#6](-[#6])-[#7],0.02,104.0,103.063328528,3,1,-0.4934,52.32,1
COCONUT_fragments_1931,c1ccc2c(c1)CCN2,[#6]1:[#6]:[#6]:[#6]2:[#6](:[#6]:1)-[#6]-[#6]-[#7]-2,0.02,104.0,119.073499288,1,1,1.6545999999999996,12.03,0
COCONUT_fragments_1937,Cc1cc(=O)oc2c(C)c(O)ccc12,[#6]-[#6]1:[#6]:[#6](=[#8]):[#8]:[#6]2:[#6](-[#6]):[#6](-[#8]):[#6]:[#6]:[#6]:1:2,0.02,103.0,190.06299418,3,1,2.1154399999999995,50.44,0
COCONUT_fragments_1941,Cc1c(C)c2ccccc2oc1=O,[#6]-[#6]1:[#6](-[#6]):[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#8]:[#6]:1=[#8],0.02,103.0,174.06807956,2,0,2.409840000000001,30.21,0
COCONUT_fragments_1942,O=Cc1c[nH]c(=O)c2ccccc12,[#8]=[#6]-[#6]1:[#6]:[#7H]:[#6](=[#8]):[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:1:2,0.02,103.0,173.047678464,2,1,1.3405999999999998,49.93,1
COCONUT_fragments_1944,COc1ccc2c(c1)c(C)cn2C,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]2:[#6](:[#6]:1):[#6](-[#6]):[#6]:[#7]:2-[#6],0.02,103.0,175.099714036,2,0,2.4953200000000004,14.16,1
COCONUT_fragments_1949,c1ccc(CN2CCNCC2)cc1,[#6]1:[#6]:[#6]:[#6](-[#6]-[#7]2-[#6]-[#6]-[#7]-[#6]-[#6]-2):[#6]:[#6]:1,0.02,103.0,176.131348512,2,1,1.0918,15.27,2
COCONUT_fragments_1950,O=[SH](=O)Cc1ccccc1,[#8]=[#16H](=[#8])-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,0.02,103.0,156.024500496,2,1,0.7980000000000002,34.14,2
COCONUT_fragments_1960,c1ccc2c(c1)OCCCO2,[#6]1:[#6]:[#6]:[#6]2:[#6](:[#6]:1)-[#8]-[#6]-[#6]-[#6]-[#8]-2,0.02,102.0,150.06807956,2,0,1.8478999999999992,18.46,0
COCONUT_fragments_1961,COc1ccc2c(=O)ccoc2c1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]2:[#6](=[#8]):[#6]:[#6]:[#8]:[#6]:2:[#6]:1,0.02,102.0,176.047344116,3,0,1.8016,39.44,1
COCONUT_fragments_1962,CC1(C)O[C@]23C[C@H]1CC[C@]2(C)[C@@H](O)CC[C@]3(C)O,[#6]-[#6]1(-[#6])-[#8]-[#6@]23-[#6]-[#6@H]-1-[#6]-[#6]-[#6@]-2(-[#6])-[#6@@H](-[#8])-[#6]-[#6]-[#6@]-3(-[#6])-[#8],0.02,102.0,254.188194692,3,2,2.2461000000000007,49.69,0
COCONUT_fragments_1965,C[C@H]1OCCC[C@H]1O,[#6]-[#6@H]1-[#8]-[#6]-[#6]-[#6]-[#6@H]-1-[#8],0.02,101.0,116.083729624,2,1,0.5462,29.46,0
